;Year;Quarter;N;Otolith_per5cm;age;mCPUE;bootstrapMean;median;Q025;Q975;BiasCQ025;BiasCQ075;sd
40;2015;Q1;300;1;4;1.018782727;1.784505553;1.744866788;1.10733272;2.585993404;0.842029105;0.842029105;0.384014271
41;2015;Q1;300;1;5;0.321288639;0.56394354;0.542535973;0.318397491;0.942127717;0.165032687;0.165032687;0.156827006
42;2015;Q1;300;1;6+;0.351126287;0.446304691;0.424984019;0.205474914;0.84654287;0.127630714;0.127630714;0.156041627
43;2015;Q1;400;1;0;0;0;0;0;0;0;0;0
44;2015;Q1;400;1;1;3.364365746;3.369195442;3.322152849;2.598267461;4.410494198;2.281815474;2.281815474;0.472957997
45;2015;Q1;400;1;2;10.02806815;10.67729638;10.33195424;7.573113644;15.05196721;6.996286811;6.996286811;1.896062526
46;2015;Q1;400;1;3;5.585655881;5.280198745;5.268228463;3.937690114;6.718848956;3.351313733;3.351313733;0.735467588
47;2015;Q1;400;1;4;1.406440269;1.740692383;1.731302773;1.162491499;2.434574099;0.879443748;0.879443748;0.320151877
48;2015;Q1;400;1;5;0.470626263;0.537354657;0.528796238;0.334589979;0.802120906;0.238800621;0.238800621;0.116806192
49;2015;Q1;400;1;6+;0.374559668;0.422223908;0.402883209;0.242861547;0.688807088;0.187651074;0.187651074;0.119263513
50;2015;Q1;500;1;0;0;0;0;0;0;0;0;0
51;2015;Q1;500;1;1;3.250437914;3.409444205;3.384975109;2.702201202;4.345897213;2.366814128;2.366814128;0.431049753
52;2015;Q1;500;1;2;10.17409558;10.81385061;10.49334585;7.934830554;15.15664883;6.538325112;6.538325112;1.898718835
53;2015;Q1;500;1;3;6.407442028;5.32500166;5.283433435;4.205740309;6.771815102;3.384372278;3.384372278;0.667699836
54;2015;Q1;500;1;4;1.542389308;1.750865135;1.720414098;1.248713139;2.376007475;1.060088758;1.060088758;0.286455891
55;2015;Q1;500;1;5;0.583722148;0.548023944;0.534562529;0.363165333;0.795239691;0.27661064;0.27661064;0.112557137
56;2015;Q1;500;1;6+;0.458079347;0.42905216;0.419619936;0.247158042;0.685613971;0.209178426;0.209178426;0.111750806
57;2015;Q1;50;5;0;0;0;0;0;0;0;0;0
58;2015;Q1;50;5;1;5.172383162;3.478780803;3.255593651;1.375757512;6.383865275;1.010577632;1.010577632;1.305189711
59;2015;Q1;50;5;2;12.20954784;11.11207175;9.812727424;4.738740104;25.49758587;3.428749478;3.428749478;5.449352791
60;2015;Q1;50;5;3;6.144389626;5.319881697;4.917605848;2.206788981;9.677299992;1.643532618;1.643532618;1.981135528
61;2015;Q1;50;5;4;1.30423993;1.814721144;1.691343493;0.600496762;3.901865021;0.288932736;0.288932736;0.882000224
62;2015;Q1;50;5;5;0.445904918;0.582487382;0.49993255;0.107799776;1.385291137;2.56742E-15;0.00015874;0.343697457
63;2015;Q1;50;5;6+;0.305054829;0.451991041;0.345696273;0.050530084;1.271742341;0;0;0.353211606
64;2015;Q1;75;5;0;0;0;0;0;0;0;0;0
65;2015;Q1;75;5;1;5.41509107;3.483058622;3.311224034;1.825644071;6.09810695;1.464728025;1.464728025;1.066236444
66;2015;Q1;75;5;2;10.32882028;10.78815139;9.689021853;5.54857029;20.91838836;4.531758326;4.531758326;4.27357367
67;2015;Q1;75;5;3;4.928851736;5.267983374;5.178609843;2.876190062;8.1893915;2.025605872;2.025605872;1.481640295
68;2015;Q1;75;5;4;1.016474588;1.815518646;1.732593627;0.716957561;3.262627431;0.464568014;0.464568014;0.70339219
69;2015;Q1;75;5;5;0.441772649;0.575309299;0.511715662;0.175664624;1.205398935;0.035671468;0.035671468;0.283055554
70;2015;Q1;75;5;6+;0.273225357;0.437596544;0.34862943;0.1037482;1.124535449;0.024388536;0.024388536;0.288375569
71;2015;Q1;100;5;0;0;0;0;0;0;0;0;0
72;2015;Q1;100;5;1;4.44660116;3.403325601;3.297105519;1.915300465;5.435329866;1.459199774;1.459199774;0.948062688
73;2015;Q1;100;5;2;10.08702244;10.70623683;9.634488055;5.517633111;21.89412567;4.942420291;4.942420291;4.053804537
74;2015;Q1;100;5;3;6.79171504;5.134185199;4.961435898;3.022073443;8.058496287;2.183634218;2.183634218;1.326076487
75;2015;Q1;100;5;4;1.844772417;1.799627529;1.753430252;0.766507437;3.204036851;0.522360434;0.522360434;0.623702119
76;2015;Q1;100;5;5;0.580920497;0.58566828;0.542457366;0.216989782;1.200433255;0.070990866;0.070990866;0.251386688
77;2015;Q1;100;5;6+;0.486674644;0.445649641;0.372959372;0.134809523;1.135102812;0.031375595;0.031375595;0.255007096
78;2015;Q1;150;5;0;0;0;0;0;0;0;0;0
79;2015;Q1;150;5;1;3.403055639;3.379635651;3.291005555;2.142202143;5.036432065;1.510577978;1.510577978;0.741674248
80;2015;Q1;150;5;2;11.87965024;10.93775533;10.12068463;6.263643882;19.21425099;5.438641023;5.438641023;3.31018102
81;2015;Q1;150;5;3;6.266953068;5.238828279;5.114580815;3.321365008;7.674026689;2.771247536;2.771247536;1.143290606
82;2015;Q1;150;5;4;1.604597979;1.80294281;1.749482649;0.942543774;2.845708733;0.553902318;0.553902318;0.506791828
83;2015;Q1;150;5;5;0.356509189;0.58001116;0.552107479;0.252409619;1.017813153;0.126765116;0.126765116;0.202075043
84;2015;Q1;150;5;6+;0.482684988;0.464295667;0.418260743;0.163697576;0.984438052;0.084094151;0.084094151;0.216048419
85;2015;Q1;200;5;0;0;0;0;0;0;0;0;0
86;2015;Q1;200;5;1;3.164164277;3.428762513;3.353231008;2.320358762;5.003743672;1.969144081;1.969144081;0.683838303
87;2015;Q1;200;5;2;8.444814444;10.79399093;10.12985436;6.698244306;18.38526378;5.629648679;5.629648679;2.962544144
88;2015;Q1;200;5;3;4.760176083;5.226986357;5.10443786;3.606684119;7.347447923;3.067400472;3.067400472;0.962802098
89;2015;Q1;200;5;4;0.912835056;1.819682672;1.797143474;1.060473741;2.774598311;0.8190599;0.8190599;0.43046785
90;2015;Q1;200;5;5;0.384362346;0.584751429;0.568688035;0.298506242;1.01118501;0.24528252;0.24528252;0.179907192
91;2015;Q1;200;5;6+;0.292840805;0.455587981;0.410253098;0.201763462;0.92724009;0.101815568;0.101815568;0.191342565
92;2015;Q1;300;5;0;0;0;0;0;0;0;0;0
93;2015;Q1;300;5;1;3.222358671;3.379677867;3.341763121;2.425696335;4.541082759;2.147551032;2.147551032;0.537838515
94;2015;Q1;300;5;2;10.13656166;10.65781462;10.19848379;7.347649118;16.1450552;5.669936458;5.669936458;2.227342452
95;2015;Q1;300;5;3;4.387873826;5.20595707;5.189507798;3.715256342;6.770567326;3.140496844;3.140496844;0.818559972
96;2015;Q1;300;5;4;1.044218444;1.78408265;1.760910119;1.133430165;2.556638239;0.914655985;0.914655985;0.368993854
97;2015;Q1;300;5;5;0.33841008;0.563497956;0.554703422;0.309883534;0.864037609;0.152019369;0.152019369;0.145589408
98;2015;Q1;300;5;6+;0.380457107;0.441919423;0.423056659;0.206125556;0.791188469;0.158428056;0.158428056;0.152850333
99;2015;Q1;400;5;0;0;0;0;0;0;0;0;0
100;2015;Q1;400;5;1;3.370847633;3.386798308;3.381408318;2.595175931;4.331831179;1.938192384;1.938192384;0.454797351
101;2015;Q1;400;5;2;10.05954094;10.93424025;10.63098779;7.823534759;15.46268092;6.690004667;6.690004667;2.038554888
102;2015;Q1;400;5;3;5.43781355;5.27643155;5.252015263;3.928831985;6.672171367;3.478990193;3.478990193;0.721952793
103;2015;Q1;400;5;4;1.47150755;1.801167989;1.776463865;1.220840404;2.470346099;1.049944506;1.049944506;0.312864879
104;2015;Q1;400;5;5;0.476222573;0.577663213;0.573937414;0.354366738;0.836352255;0.296001332;0.296001332;0.1246924
105;2015;Q1;400;5;6+;0.413783725;0.452561616;0.440577844;0.246485105;0.715964253;0.190503627;0.190503627;0.121633109
106;2015;Q1;500;5;0;0;0;0;0;0;0;0;0
107;2015;Q1;500;5;1;3.265010143;3.387477955;3.369330599;2.682854519;4.207973305;2.383214517;2.383214517;0.413346736
108;2015;Q1;500;5;2;10.1372085;10.79703412;10.5454728;7.969642381;14.94525383;6.973762466;6.973762466;1.883674563
109;2015;Q1;500;5;3;6.275645781;5.245801396;5.198686023;4.138579325;6.469418832;3.542079641;3.542079641;0.626609195
110;2015;Q1;500;5;4;1.621931598;1.783407593;1.746629674;1.304760748;2.422582727;0.915808419;0.915808419;0.287045968
111;2015;Q1;500;5;5;0.598869428;0.577792809;0.571754231;0.3844189;0.855529297;0.249608667;0.249608667;0.117786097
112;2015;Q1;500;5;6+;0.517500879;0.455023977;0.443574972;0.249726773;0.750754044;0.202606419;0.202606419;0.127091122
113;2016;Q1;50;1;0;0;0;0;0;0;0;0;0
114;2016;Q1;50;1;1;1.089059148;1.486745937;1.380067952;0.558991014;3.041182405;0.206358419;0.206358419;0.632185134
115;2016;Q1;50;1;2;3.013945098;4.313908706;3.704057849;1.751689266;9.978625491;1.110925241;1.110925241;2.262914875
116;2016;Q1;50;1;3;4.115416504;6.244969427;5.887174721;2.233688029;12.08509298;1.304151196;1.304151196;2.561483642
117;2016;Q1;50;1;4;3.689850152;2.756869411;2.642729614;1.05693661;5.449482341;0.44674302;0.44674302;1.069910827
118;2016;Q1;50;1;5;0.24486275;0.973754271;0.915901497;0.366157096;1.820559974;0.120850053;0.120850053;0.393445769
119;2016;Q1;50;1;6+;0.690550235;0.581676009;0.534969558;0.167439328;1.238996799;8.99571E-15;0.000556193;0.276497265
120;2016;Q1;75;1;0;0;0;0;0;0;0;0;0
121;2016;Q1;75;1;1;0.917917296;1.468095251;1.380188177;0.59650573;2.904377873;0.30858185;0.30858185;0.552804676
122;2016;Q1;75;1;2;8.082043038;4.231390964;3.776981147;1.893902135;8.593223896;1.506500329;1.506500329;1.880637199
123;2016;Q1;75;1;3;5.200094087;6.000501275;5.79647527;3.006300464;10.26730057;2.241434658;2.241434658;1.986420545
124;2016;Q1;75;1;4;3.023004807;2.758422852;2.655014927;1.292705248;4.789251274;0.915424949;0.915424949;0.947605398
125;2016;Q1;75;1;5;0.816503002;0.96522621;0.915388489;0.443445992;1.670746529;0.291097348;0.291097348;0.316760864
126;2016;Q1;75;1;6+;0.610326491;0.59138598;0.564694309;0.245152269;1.121867763;0.094130544;0.094130544;0.231420193
127;2016;Q1;100;1;0;0;0;0;0;0;0;0;0
128;2016;Q1;100;1;1;1.023508047;1.485969318;1.403332767;0.707093765;2.71322156;0.448086304;0.448086304;0.522643787
129;2016;Q1;100;1;2;5.820698863;4.252350562;3.855340046;2.160939424;8.795639249;1.701041743;1.701041743;1.649527078
130;2016;Q1;100;1;3;4.187325902;6.105004711;5.753440844;3.49382245;10.34072055;2.331876135;2.331876135;1.788598961
131;2016;Q1;100;1;4;3.462960194;2.781531081;2.721358541;1.445076631;4.348237011;1.135033011;1.135033011;0.803107305
132;2016;Q1;100;1;5;0.985366382;0.970758906;0.932524887;0.511455458;1.651267355;0.359985962;0.359985962;0.286017251
133;2016;Q1;100;1;6+;0.744241219;0.59559074;0.567362984;0.274361677;1.021520339;0.163814441;0.163814441;0.195576298
134;2016;Q1;150;1;0;0;0;0;0;0;0;0;0
135;2016;Q1;150;1;1;1.232890593;1.475126614;1.431181573;0.791071618;2.303037681;0.527818362;0.527818362;0.389990757
136;2016;Q1;150;1;2;6.434142993;4.266189885;3.941845166;2.384838406;7.655986786;2.018568916;2.018568916;1.405498569
137;2016;Q1;150;1;3;4.845834513;6.254662725;6.17611271;3.798607068;9.203593232;2.824339395;2.824339395;1.428279867
138;2016;Q1;150;1;4;3.461369383;2.77537915;2.746436001;1.601782176;4.311568108;1.153086073;1.153086073;0.681190273
139;2016;Q1;150;1;5;0.88765872;0.95801285;0.939752852;0.536150423;1.441480838;0.352005244;0.352005244;0.233921614
140;2016;Q1;150;1;6+;0.579988732;0.59853979;0.580067588;0.333294864;0.983107728;0.178975278;0.178975278;0.162650586
141;2016;Q1;200;1;0;0;0;0;0;0;0;0;0
142;2016;Q1;200;1;1;1.044536674;1.486332478;1.462172787;0.874565361;2.281917851;0.562958955;0.562958955;0.362023607
143;2016;Q1;200;1;2;3.268161556;4.204843315;3.929655875;2.626875502;6.992390192;1.667810233;1.667810233;1.195121915
144;2016;Q1;200;1;3;5.062701227;6.236064086;6.212294501;3.951150094;8.752999202;2.857827139;2.857827139;1.233731375
145;2016;Q1;200;1;4;2.947374986;2.830703214;2.797228747;1.797949152;4.035247061;1.471407015;1.471407015;0.570301542
146;2016;Q1;200;1;5;0.915014787;0.984207205;0.970862258;0.642982643;1.382907907;0.537277423;0.537277423;0.192286122
147;2016;Q1;200;1;6+;0.530949561;0.600032394;0.599098512;0.34417539;0.876697826;0.217418563;0.217418563;0.139996433
148;2016;Q1;300;1;0;0;0;0;0;0;0;0;0
149;2016;Q1;300;1;1;1.57059491;1.488969378;1.4815085;1.003849072;2.086438819;0.685399335;0.685399335;0.282763105
150;2016;Q1;300;1;2;4.195746466;4.220784887;4.030067848;2.743165527;6.387325446;2.393300827;2.393300827;0.96573369
151;2016;Q1;300;1;3;5.020906603;6.236100786;6.16094029;4.416761915;8.426149694;3.830323414;3.830323414;1.030091985
152;2016;Q1;300;1;4;2.827361266;2.744357229;2.720662848;1.895329842;3.603933012;1.701183939;1.701183939;0.460206432
153;2016;Q1;300;1;5;0.685905841;0.961813178;0.952078427;0.682282359;1.313521641;0.602368453;0.602368453;0.162293776
154;2016;Q1;300;1;6+;0.628263046;0.587942338;0.582173088;0.385569433;0.840399265;0.228720218;0.228720218;0.120586308
155;2016;Q1;400;1;0;0;0;0;0;0;0;0;0
156;2016;Q1;400;1;1;1.263747797;1.480801276;1.461706209;1.012768216;1.996190941;0.827519274;0.827519274;0.250352538
157;2016;Q1;400;1;2;4.228450346;4.237997107;4.093860802;2.891634872;6.361931995;2.202067135;2.202067135;0.865604075
158;2016;Q1;400;1;3;4.701374219;6.235046965;6.177545432;4.70374049;8.102250112;4.019605923;4.019605923;0.920373391
159;2016;Q1;400;1;4;2.629331005;2.762015545;2.741049279;2.032784625;3.638721944;1.573237198;1.573237198;0.413125393
160;2016;Q1;400;1;5;0.794961374;0.963278895;0.949109971;0.70790739;1.273486144;0.535677068;0.535677068;0.150006748
161;2016;Q1;400;1;6+;0.554100538;0.590622785;0.584533641;0.402130463;0.819430491;0.308566744;0.308566744;0.103016106
162;2016;Q1;500;1;0;0;0;0;0;0;0;0;0
163;2016;Q1;500;1;1;1.352922994;1.481414196;1.477176969;1.060429548;1.95239701;0.842961256;0.842961256;0.229764078
164;2016;Q1;500;1;2;4.697146886;4.179253615;4.092977982;2.963644118;5.910886794;2.404465928;2.404465928;0.759333964
165;2016;Q1;500;1;3;5.29652103;6.241163119;6.215798146;4.732176676;7.92771537;3.541279308;3.541279308;0.814635875
166;2016;Q1;500;1;4;3.207864822;2.755459458;2.728339838;2.077545311;3.575761254;1.590173327;1.590173327;0.405941831
167;2016;Q1;500;1;5;0.990784638;0.951988289;0.93949366;0.730863114;1.242880104;0.642890039;0.642890039;0.127822501
168;2016;Q1;500;1;6+;0.649761972;0.587382272;0.580761171;0.42811246;0.783000746;0.364670302;0.364670302;0.093017348
169;2016;Q1;50;5;0;0;0;0;0;0;0;0;0
170;2016;Q1;50;5;1;1.089059148;1.463717132;1.266702806;0.49072055;3.043589758;0.197391183;0.197391183;0.704000018
171;2016;Q1;50;5;2;2.990516221;4.277130428;3.589578166;1.52606691;10.47121745;1.174586617;1.174586617;2.395477393
172;2016;Q1;50;5;3;4.188803859;6.31424134;5.849694804;2.693354815;13.02470262;1.837425031;1.837425031;2.623750247
173;2016;Q1;50;5;4;3.503559785;2.83090273;2.681474575;1.041390433;5.302330505;0.453541147;0.453541147;1.114497707
174;2016;Q1;50;5;5;0.416048637;1.013157399;0.945128505;0.386121927;1.943523778;0.153706953;0.153706953;0.407298942
175;2016;Q1;50;5;6+;0.655696239;0.616943469;0.588650497;0.186203192;1.186560204;0.088308143;0.088308143;0.268979879
176;2016;Q1;75;5;0;0;0;0;0;0;0;0;0
177;2016;Q1;75;5;1;0.917917296;1.514126533;1.423837201;0.636110396;2.927366723;0.402056365;0.402056365;0.581064177
178;2016;Q1;75;5;2;8.082043038;4.317813875;3.68452118;1.947426099;10.17663826;1.264824242;1.264824242;2.141738677
179;2016;Q1;75;5;3;5.216030064;6.277757058;6.129793388;2.761943933;10.85040178;1.876174909;1.876174909;2.110402666
180;2016;Q1;75;5;4;2.981892728;2.776281559;2.673487754;1.258331206;4.643199475;0.952997671;0.952997671;0.887574133
181;2016;Q1;75;5;5;0.823771328;0.973974722;0.923342045;0.499016606;1.63368205;0.388042091;0.388042091;0.304528606
182;2016;Q1;75;5;6+;0.628234269;0.583386519;0.558483343;0.237772644;1.048679369;0.154398232;0.154398232;0.217518042
183;2016;Q1;100;5;0;0;0;0;0;0;0;0;0
184;2016;Q1;100;5;1;1.023508047;1.462769763;1.419317474;0.726822968;2.603185412;0.476434936;0.476434936;0.461251779
185;2016;Q1;100;5;2;5.813963644;4.251708721;3.845130523;1.945261146;8.234472883;1.646967477;1.646967477;1.817105407
186;2016;Q1;100;5;3;4.283120914;6.251306506;6.063971714;3.138595753;10.29392004;2.390878983;2.390878983;1.874634991
187;2016;Q1;100;5;4;3.537648158;2.767286415;2.689509633;1.388916562;4.528110284;0.882271293;0.882271293;0.811959092
188;2016;Q1;100;5;5;0.936029939;0.952234979;0.911143694;0.512804082;1.568521289;0.325401467;0.325401467;0.269796894
189;2016;Q1;100;5;6+;0.629829906;0.575001002;0.563890335;0.243756285;0.993125722;0.137152039;0.137152039;0.190483334
190;2016;Q1;150;5;0;0;0;0;0;0;0;0;0
191;2016;Q1;150;5;1;1.232890593;1.498273006;1.442249901;0.805855272;2.423449213;0.567680214;0.567680214;0.406401822
192;2016;Q1;150;5;2;6.451907392;4.167532414;3.914911632;2.260598197;7.320677296;1.806169001;1.806169001;1.350434437
193;2016;Q1;150;5;3;4.850131542;6.09918816;5.939587228;3.660877295;9.56049324;2.459220828;2.459220828;1.511078862
194;2016;Q1;150;5;4;3.459984255;2.766380493;2.699123894;1.670558307;4.279190942;1.214478397;1.214478397;0.643734634
195;2016;Q1;150;5;5;0.918171372;0.954579242;0.939499312;0.578927663;1.43360299;0.395045841;0.395045841;0.218673785
196;2016;Q1;150;5;6+;0.52879978;0.57047963;0.548809642;0.315154171;0.893525805;0.187285685;0.187285685;0.154381241
197;2016;Q1;200;5;0;0;0;0;0;0;0;0;0
198;2016;Q1;200;5;1;1.043170369;1.430174284;1.399486386;0.871678203;2.186602343;0.725391425;0.725391425;0.342355365
199;2016;Q1;200;5;2;3.34047265;4.130074182;3.89362856;2.50273676;6.871891969;1.919915355;1.919915355;1.134984456
200;2016;Q1;200;5;3;5.056715145;6.317844721;6.21091314;4.124434;9.074930637;3.038536474;3.038536474;1.307285991
201;2016;Q1;200;5;4;2.884079448;2.826611765;2.783457489;1.765223076;4.107591888;1.596536509;1.596536509;0.577665833
202;2016;Q1;200;5;5;0.93091675;0.9516051;0.926974144;0.628470931;1.389165447;0.519323913;0.519323913;0.201837318
203;2016;Q1;200;5;6+;0.51338443;0.587315176;0.577258971;0.362266261;0.90356502;0.258930713;0.258930713;0.136333673
204;2016;Q1;300;5;0;0;0;0;0;0;0;0;0
205;2016;Q1;300;5;1;1.57059491;1.479707466;1.448665936;0.968427222;2.133186309;0.802973736;0.802973736;0.295898633
206;2016;Q1;300;5;2;4.168984021;4.161720902;3.977176514;2.644931669;6.404362128;2.233434138;2.233434138;0.957901717
207;2016;Q1;300;5;3;5.147547417;6.327578272;6.253267602;4.328158185;8.47718508;3.778965653;3.778965653;1.028095351
208;2016;Q1;300;5;4;2.738237605;2.833043296;2.806948348;1.977267378;3.783802245;1.597017101;1.597017101;0.463961144
209;2016;Q1;300;5;5;0.692714197;0.954802681;0.942241107;0.677894066;1.29646976;0.566888634;0.566888634;0.163018075
210;2016;Q1;300;5;6+;0.610699983;0.579136914;0.575809522;0.391129774;0.812232615;0.285421138;0.285421138;0.11079889
211;2016;Q1;400;5;0;0;0;0;0;0;0;0;0
212;2016;Q1;400;5;1;1.260032019;1.486737223;1.463515085;1.052373968;2.08952901;0.889981714;0.889981714;0.254729522
213;2016;Q1;400;5;2;4.187886724;4.221037814;4.100750237;2.976535207;6.239206473;2.479899088;2.479899088;0.888481303
214;2016;Q1;400;5;3;4.756865661;6.20730062;6.178135873;4.340464196;8.062470167;3.816192038;3.816192038;0.970674138
215;2016;Q1;400;5;4;2.629094581;2.802955515;2.793635108;2.064259002;3.566556924;1.833767165;1.833767165;0.409958927
216;2016;Q1;400;5;5;0.7932481;0.940316979;0.930927498;0.703952901;1.228846805;0.638495792;0.638495792;0.138570252
217;2016;Q1;400;5;6+;0.544838192;0.574795083;0.565488173;0.40963997;0.786962608;0.321935546;0.321935546;0.096958045
218;2016;Q1;500;5;0;0;0;0;0;0;0;0;0
219;2016;Q1;500;5;1;1.358496661;1.484280467;1.471194931;1.109394887;1.918111512;0.945006474;0.945006474;0.214746267
220;2016;Q1;500;5;2;4.648079337;4.205818263;4.077749356;2.937573264;6.088892543;2.414121059;2.414121059;0.807463422
221;2016;Q1;500;5;3;5.432017952;6.266632286;6.240700627;4.579393627;8.063240685;4.148060757;4.148060757;0.910225365
222;2016;Q1;500;5;4;3.122510814;2.799472333;2.769830683;2.180780646;3.59731191;1.806989393;1.806989393;0.375535264
223;2016;Q1;500;5;5;1.002433933;0.939076473;0.93273925;0.726995506;1.1815466;0.612879128;0.612879128;0.121213747
224;2016;Q1;500;5;6+;0.631463645;0.577869709;0.572728727;0.421435158;0.757406062;0.368598138;0.368598138;0.087457239
225;2017;Q1;50;1;0;0;0;0;0;0;0;0;0
226;2017;Q1;50;1;1;9.128644159;9.488694682;8.808930669;5.115698577;17.85508012;3.470786485;3.470786485;3.419996136
227;2017;Q1;50;1;2;3.034488935;2.583276096;2.496692242;1.195377078;4.823267843;0.726788814;0.726788814;0.905130216
228;2017;Q1;50;1;3;3.809595145;3.581849795;3.099348223;1.108836596;8.274281239;0.592904574;0.592904574;2.00827573
229;2017;Q1;50;1;4;2.074923568;3.115013702;2.38561259;1.084786262;7.894029313;0.730676947;0.730676947;1.985749376
230;2017;Q1;50;1;5;1.648990449;1.441863802;1.29294913;0.465823375;3.136003654;0.293093968;0.293093968;0.748730665
231;2017;Q1;50;1;6+;0.679634438;0.993125693;0.42178128;0.114939628;4.557795209;0.032518048;0.032518048;1.39447061
232;2017;Q1;75;1;0;0;0;0;0;0;0;0;0
233;2017;Q1;75;1;1;13.44050171;9.538924626;9.011990438;5.605181376;16.3159312;4.074706071;4.074706071;2.74166711
234;2017;Q1;75;1;2;2.320286096;2.591225569;2.469883622;1.416156753;4.315675056;0.991421249;0.991421249;0.773778139
235;2017;Q1;75;1;3;3.605782065;3.599638509;3.167081488;1.27050522;8.105615198;0.756395207;0.756395207;1.787791859
236;2017;Q1;75;1;4;2.465754285;3.080129453;2.528546343;1.228225159;7.601871758;0.922634338;0.922634338;1.660022292
237;2017;Q1;75;1;5;1.953077861;1.469032194;1.297219158;0.49928198;2.993196346;0.377098019;0.377098019;0.662819324
