;Year;Quarter;ALK_area;Otolith_1cm;age;mean;median;Q025;Q975;BiasCQ025;BiasCQ075;sd;cv
63;2016;Q1;area based;4;6+;0.646150506;0.641968356;0.447809703;0.862426265;0.480779499;0.905400891;0.109465549;0.169411844
64;2016;Q1;area based;5;0;0;0;0;0;0;0;0;#N/A
65;2016;Q1;area based;5;1;1.393237755;1.393535771;1.119518031;1.667310504;1.199890402;1.784917354;0.139402982;0.100056851
66;2016;Q1;area based;5;2;4.073664418;4.012593483;2.860191161;5.551501298;2.924898768;5.607021535;0.700062158;0.171850719
67;2016;Q1;area based;5;3;5.927439055;5.91519637;4.930157634;6.962950644;5.173206209;7.155342475;0.544340865;0.091834072
68;2016;Q1;area based;5;4;2.704228688;2.68018319;2.067383657;3.409448014;2.125343618;3.491725927;0.347045842;0.128334502
69;2016;Q1;area based;5;5;1.001258308;0.988597845;0.72307208;1.341975043;0.614857147;1.172850742;0.150347714;0.150158769
70;2016;Q1;area based;5;6+;0.637036434;0.633307067;0.424583758;0.860461045;0.492534716;0.923406744;0.110668513;0.173723994
71;2017;Q1;area based;1;0;0;0;0;0;0;0;0;#N/A
72;2017;Q1;area based;1;1;9.111357481;9.104651624;7.786280068;10.48863122;7.491485435;10.17848772;0.747424977;0.082032231
73;2017;Q1;area based;1;2;2.323851672;2.318523625;1.909643462;2.760467169;1.938847292;2.77069689;0.221509501;0.095319983
74;2017;Q1;area based;1;3;3.340518246;3.31551751;2.461275712;4.244742399;2.404108223;3.986323771;0.449657411;0.134607081
75;2017;Q1;area based;1;4;3.179615524;3.182579464;2.075060943;4.304190497;2.013451066;4.13601069;0.549584094;0.172846085
76;2017;Q1;area based;1;5;1.440174654;1.438146115;1.080066038;1.851281347;1.104554536;1.880076281;0.198126006;0.137570819
77;2017;Q1;area based;1;6+;0.855530543;0.839900905;0.352687833;1.680296286;0.363689525;1.720475725;0.352710596;0.41227119
78;2017;Q1;area based;2;0;0;0;0;0;0;0;0;#N/A
79;2017;Q1;area based;2;1;9.119950142;9.106031073;7.800961846;10.66804025;7.413519725;10.3074015;0.781340158;0.085673731
80;2017;Q1;area based;2;2;2.322235105;2.315080812;1.912891871;2.754758306;1.930898399;2.805839281;0.222272864;0.095715056
81;2017;Q1;area based;2;3;3.288432821;3.233398149;2.426652385;4.290565117;2.36251226;4.205501777;0.489236765;0.148775052
82;2017;Q1;area based;2;4;3.107478419;3.089128073;1.919068888;4.271576504;2.014097065;4.388236864;0.612201147;0.197008978
83;2017;Q1;area based;2;5;1.422178539;1.406286671;0.993211325;1.926910106;1.031888156;1.957968234;0.234942345;0.16519891
84;2017;Q1;area based;2;6+;0.858776501;0.840180992;0.330317382;1.630595459;0.33890904;1.660191243;0.347532159;0.404682893
85;2017;Q1;area based;3;0;0;0;0;0;0;0;0;#N/A
86;2017;Q1;area based;3;1;9.168814275;9.166192013;7.707190085;10.75882194;7.334298922;9.877172346;0.750173847;0.081817978
87;2017;Q1;area based;3;2;2.327267789;2.319241081;1.887546798;2.781863387;1.953799579;2.856664241;0.226684717;0.097403796
88;2017;Q1;area based;3;3;3.327128953;3.299502872;2.407883993;4.271041073;2.313249662;4.172246692;0.514154689;0.154534043
89;2017;Q1;area based;3;4;3.175412738;3.107066095;2.060725203;4.517466889;2.069060229;4.550346135;0.652457741;0.20547179
90;2017;Q1;area based;3;5;1.43619988;1.419211096;0.991115747;1.970799659;1.038078297;2.03332149;0.256549693;0.178630911
91;2017;Q1;area based;3;6+;0.866347168;0.841910063;0.330417267;1.726031588;0.323592367;1.680151343;0.378839571;0.437283788
92;2017;Q1;area based;4;0;0;0;0;0;0;0;0;#N/A
93;2017;Q1;area based;4;1;9.104782552;9.097253474;7.636375543;10.59472301;7.286364772;10.10371201;0.778757738;0.085532821
94;2017;Q1;area based;4;2;2.31198017;2.303880105;1.854011306;2.837012314;1.939539354;2.94300766;0.246740984;0.106722794
95;2017;Q1;area based;4;3;3.2839498;3.297788473;2.340298052;4.329553454;2.223194428;4.205253548;0.528912852;0.161059969
96;2017;Q1;area based;4;4;3.11822617;3.113368372;2.017798706;4.434928338;1.994337185;4.401408846;0.619512533;0.198674663
97;2017;Q1;area based;4;5;1.408437069;1.384815689;0.975869243;1.976245659;1.037644326;2.263551763;0.271127238;0.192502202
98;2017;Q1;area based;4;6+;0.850189031;0.84050847;0.325216242;1.657748063;0.335587642;1.704510267;0.349677301;0.411293592
99;2017;Q1;area based;5;0;0;0;0;0;0;0;0;#N/A
100;2017;Q1;area based;5;1;9.08729121;9.09713843;7.69853044;10.55644347;7.408495386;10.10434334;0.743508057;0.081818447
101;2017;Q1;area based;5;2;2.35274574;2.341858257;1.956632165;2.767672043;1.962429335;2.795489873;0.22396658;0.095193703
102;2017;Q1;area based;5;3;3.327872191;3.295128949;2.390614002;4.360566328;2.26011712;4.181383157;0.504865541;0.151708212
103;2017;Q1;area based;5;4;3.181733602;3.130976583;2.023865358;4.550572235;2.025497371;4.557125352;0.653875614;0.205509227
104;2017;Q1;area based;5;5;1.419502087;1.39226975;0.926042111;2.062040313;1.066680222;2.374343351;0.290835368;0.204885481
105;2017;Q1;area based;5;6+;0.839728894;0.833871385;0.31780813;1.573397255;0.313902876;1.532477543;0.359654008;0.428297764
106;2018;Q1;area based;1;0;0;0;0;0;0;0;0;#N/A
107;2018;Q1;area based;1;1;0.921182286;0.920041715;0.673233922;1.175562597;0.612279349;1.057902686;0.122414647;0.132888624
108;2018;Q1;area based;1;2;6.811519912;6.79809001;5.157996062;8.872829744;5.015965731;8.496950316;1.024450194;0.150399648
109;2018;Q1;area based;1;3;1.647983874;1.642221657;1.342531353;1.94050619;1.400764768;2.040154607;0.162569481;0.098647495
110;2018;Q1;area based;1;4;1.485835384;1.474013365;0.896685184;2.076215643;1.309791235;2.320805939;0.310869155;0.209221801
111;2018;Q1;area based;1;5;0.686958484;0.685451484;0.436545868;0.96340758;0.614539947;1.072428082;0.134473743;0.195752358
112;2018;Q1;area based;1;6+;0.85528177;0.853658611;0.336161014;1.394624067;0.676440485;1.5293465;0.290183987;0.339284663
113;2018;Q1;area based;2;0;0;0;0;0;0;0;0;#N/A
114;2018;Q1;area based;2;1;0.92283637;0.921071223;0.688836399;1.162107875;0.612538975;1.081736077;0.129280883;0.140090797
115;2018;Q1;area based;2;2;6.757056497;6.733325065;5.147000551;9.061802347;5.107674175;8.958606052;1.01886491;0.150785318
116;2018;Q1;area based;2;3;1.64532475;1.652028569;1.307065185;1.983568213;1.395599185;2.040718115;0.174126945;0.105831353
117;2018;Q1;area based;2;4;1.510266332;1.505593625;0.843868986;2.164022553;1.303351007;2.401248845;0.330644351;0.218931154
118;2018;Q1;area based;2;5;0.694669957;0.684110345;0.449122656;0.990707621;0.570787512;1.068632511;0.145143734;0.208939126
119;2018;Q1;area based;2;6+;0.873870493;0.88277041;0.345160838;1.419917265;0.636756983;1.61750292;0.297708849;0.340678454
120;2018;Q1;area based;3;0;0;0;0;0;0;0;0;#N/A
121;2018;Q1;area based;3;1;0.931536759;0.927436432;0.700611568;1.189925029;0.629357288;1.04843786;0.125984844;0.135244093
122;2018;Q1;area based;3;2;6.74292524;6.641563155;5.187165853;9.122444112;5.224294007;9.171377737;1.058890122;0.157037203
123;2018;Q1;area based;3;3;1.662833209;1.659163089;1.317640358;2.010469615;1.373980466;2.033481267;0.177126738;0.106521049
124;2018;Q1;area based;3;4;1.515429648;1.51571327;0.861867168;2.189081468;1.300404328;2.38545951;0.333057438;0.219777565
125;2018;Q1;area based;3;5;0.712059157;0.694917426;0.457201432;1.066460347;0.546253664;1.290880979;0.165786336;0.232826633
126;2018;Q1;area based;3;6+;0.885412326;0.877065894;0.364199111;1.45759824;0.644405257;1.639132812;0.297393714;0.335881606
127;2018;Q1;area based;4;0;0;0;0;0;0;0;0;#N/A
128;2018;Q1;area based;4;1;0.909339487;0.907468035;0.659371543;1.172758775;0.576425296;1.079938259;0.134712595;0.148143347
129;2018;Q1;area based;4;2;6.823384544;6.750725935;5.193004756;9.086699641;5.142960521;8.518683093;1.032501056;0.151318022
130;2018;Q1;area based;4;3;1.650378034;1.640240618;1.297987186;2.071552392;1.379474288;2.155339796;0.200840893;0.121693872
131;2018;Q1;area based;4;4;1.509518127;1.493882039;0.900347467;2.246356548;1.282840115;2.61277557;0.342694196;0.227022246
132;2018;Q1;area based;4;5;0.69255178;0.681358601;0.429725394;1.111319911;0.560844785;1.371602927;0.172686198;0.249347706
133;2018;Q1;area based;4;6+;0.86057434;0.841127028;0.350281531;1.458010689;0.69304844;1.693671726;0.296780995;0.344863868
134;2018;Q1;area based;5;0;0;0;0;0;0;0;0;#N/A
135;2018;Q1;area based;5;1;0.922126424;0.922830578;0.667073015;1.168133457;0.579319544;1.072931654;0.131106224;0.142178145
136;2018;Q1;area based;5;2;6.759317876;6.708508495;5.201182798;9.057195245;5.133464646;8.877365596;0.974812006;0.144217512
137;2018;Q1;area based;5;3;1.670809148;1.667736135;1.317534327;2.057960455;1.363386776;2.083179881;0.195196289;0.1168274
138;2018;Q1;area based;5;4;1.506988278;1.490989179;0.923356916;2.198431078;1.270835038;2.625064166;0.343012784;0.227614766
139;2018;Q1;area based;5;5;0.694230314;0.663494861;0.429018047;1.115654164;0.537016789;1.369735349;0.182413572;0.262756564
140;2018;Q1;area based;5;6+;0.874031925;0.835253535;0.352316888;1.553295624;0.6465537;1.815771224;0.317722059;0.363513105
141;2015;Q3;area based;1;0;0.084733656;0.084825946;0.044539783;0.123320078;0.075089103;0.15164075;0.020622482;0.243380054
142;2015;Q3;area based;1;1;3.595414927;3.600315751;2.681055812;4.510284843;3.776803407;5.479067402;0.489331789;0.136098837
143;2015;Q3;area based;1;2;8.457327221;8.418267886;6.542483869;10.22523763;6.838097161;10.53998545;1.063236698;0.125717815
144;2015;Q3;area based;1;3;3.196930444;3.202082307;2.683002993;3.694937021;3.0687139;3.954579489;0.266593246;0.08339038
145;2015;Q3;area based;1;4;1.194272983;1.198979225;0.945118659;1.448039793;1.1919552;1.575126038;0.130389882;0.109179295
146;2015;Q3;area based;1;5;0.419280531;0.415806931;0.292442958;0.537700331;0.293480344;0.537977226;0.063217061;0.150775093
147;2015;Q3;area based;1;6+;0.462229898;0.460930648;0.30793021;0.617519222;0.350312179;0.657763015;0.08095845;0.175147583
148;2015;Q3;area based;2;0;0.08392589;0.083063733;0.043567369;0.123257312;0.071626109;0.1434979;0.020538618;0.244723265
149;2015;Q3;area based;2;1;3.601118092;3.582512076;2.712515518;4.653992748;3.691811526;5.416445158;0.490272553;0.136144536
150;2015;Q3;area based;2;2;8.394592267;8.416684811;6.436106438;10.38491883;6.926890152;10.61942624;1.069939165;0.127455763
151;2015;Q3;area based;2;3;3.179981366;3.183055372;2.635350968;3.714944729;3.000494344;3.964921112;0.276125234;0.086832343
152;2015;Q3;area based;2;4;1.198121636;1.189847836;0.946837719;1.484580515;1.200814512;1.607379975;0.141363065;0.11798724
153;2015;Q3;area based;2;5;0.417017565;0.417740087;0.297731347;0.538537768;0.286396424;0.536142269;0.062104953;0.148926467
154;2015;Q3;area based;2;6+;0.464576242;0.455722701;0.329879952;0.626522249;0.367764723;0.691741621;0.079560165;0.171253193
155;2015;Q3;area based;3;0;0.082731422;0.081624103;0.044383739;0.125124707;0.076603742;0.15009399;0.020076952;0.242676262
156;2015;Q3;area based;3;1;3.598126117;3.576260654;2.6729544;4.64807338;3.677130282;5.07164128;0.499571058;0.138842009
157;2015;Q3;area based;3;2;8.442496992;8.506577265;6.45894365;10.26171173;6.708986777;10.57789592;1.09770162;0.130020967
158;2015;Q3;area based;3;3;3.214916452;3.211065998;2.621275142;3.837156413;2.926331041;4.141564456;0.313466724;0.097503848
159;2015;Q3;area based;3;4;1.177856478;1.175949985;0.909997252;1.454638104;1.165094374;1.519146831;0.132706748;0.112668012
160;2015;Q3;area based;3;5;0.424458815;0.420421237;0.283097266;0.570915422;0.290317806;0.578253663;0.07247122;0.170737931
161;2015;Q3;area based;3;6+;0.462329472;0.460769312;0.305130312;0.63805988;0.345454891;0.687272662;0.086640082;0.187399004
162;2015;Q3;area based;4;0;0.08643141;0.086817955;0.046010096;0.127943722;0.065722576;0.156866416;0.02162688;0.250220147
163;2015;Q3;area based;4;1;3.625087147;3.603920638;2.747872905;4.567526936;3.49339636;5.606497787;0.504116411;0.139063253
164;2015;Q3;area based;4;2;8.489090132;8.46078549;6.561882627;10.53525;6.968044691;10.75369114;1.073521847;0.126459
165;2015;Q3;area based;4;3;3.182083764;3.182048334;2.627114086;3.764063639;2.975920316;4.00088297;0.289684741;0.091036177
166;2015;Q3;area based;4;4;1.191590408;1.184257241;0.941988014;1.498367404;1.166083687;1.674653379;0.146100361;0.122609548
167;2015;Q3;area based;4;5;0.41982698;0.416999351;0.278330285;0.56581362;0.270222434;0.561155848;0.073579712;0.175261991
168;2015;Q3;area based;4;6+;0.46404773;0.458699058;0.299795929;0.65987435;0.337831173;0.711403371;0.092255637;0.198806354
169;2015;Q3;area based;5;0;0.08406703;0.082973785;0.048421931;0.125480441;0.074655624;0.153158563;0.02005779;0.238592827
170;2015;Q3;area based;5;1;3.634364394;3.640281607;2.728811203;4.598989294;3.63979145;5.099563543;0.490748171;0.135029985
171;2015;Q3;area based;5;2;8.407792793;8.386434505;6.458302934;10.3082703;6.965265599;10.70965835;1.042015416;0.123934479
172;2015;Q3;area based;5;3;3.237222263;3.204556347;2.594652202;3.945939004;2.851244989;4.128359384;0.351050549;0.108441905
173;2015;Q3;area based;5;4;1.185083354;1.172664673;0.901385822;1.514072283;1.103948437;1.674501388;0.155821853;0.131485986
174;2015;Q3;area based;5;5;0.415468161;0.411298072;0.282100615;0.576369796;0.297318854;0.603109298;0.07619262;0.183389792
175;2015;Q3;area based;5;6+;0.457013918;0.446558365;0.306155347;0.641008764;0.34903065;0.701938518;0.087733348;0.191970845
176;2016;Q3;area based;1;0;10.60628552;10.61955297;7.170652314;13.94698387;8.081107296;14.9730288;1.739484457;0.164005057
177;2016;Q3;area based;1;1;2.925577937;2.932528329;2.048620335;3.778657166;2.458811936;4.033966411;0.442157368;0.15113505
178;2016;Q3;area based;1;2;3.946176334;3.687276967;2.564897484;5.27438026;3.125236055;5.562129006;0.952918321;0.2414789
179;2016;Q3;area based;1;3;3.86512404;3.864686897;3.181023466;4.570019672;3.582724926;4.880633084;0.380142338;0.098351912
180;2016;Q3;area based;1;4;2.081947589;2.083719142;1.768742946;2.397003187;1.768742946;2.397003187;0.158042659;0.075910969
181;2016;Q3;area based;1;5;0.435122327;0.432256348;0.315484561;0.564612198;0.393046734;0.601684885;0.06506719;0.149537695
182;2016;Q3;area based;1;6+;0.485599231;0.486562879;0.3820559;0.585338815;0.494287794;0.619751839;0.050730924;0.104470766
183;2016;Q3;area based;2;0;10.54367691;10.49905007;7.408253985;13.97972894;8.353398911;14.72725583;1.744802186;0.165483275
184;2016;Q3;area based;2;1;2.909953244;2.925521653;2.068962958;3.754635322;2.424329414;4.170882525;0.4472139;0.153684222
185;2016;Q3;area based;2;2;3.953839451;4.263203204;2.560443676;5.340758365;3.110569495;5.741260623;0.972932259;0.246072778
186;2016;Q3;area based;2;3;3.870115525;3.879646199;3.116322172;4.658652989;3.557066341;5.063807506;0.402074708;0.103892172
187;2016;Q3;area based;2;4;2.075634206;2.066776951;1.791221531;2.414945393;1.835621778;2.481238714;0.16522454;0.079601954
188;2016;Q3;area based;2;5;0.429705846;0.42730176;0.282760258;0.597766603;0.368578557;0.711580422;0.078464055;0.18259946
189;2016;Q3;area based;2;6+;0.488350588;0.485469065;0.391777145;0.603644747;0.492136832;0.653688255;0.054879315;0.112376879
190;2016;Q3;area based;3;0;10.73711954;10.70223878;7.410396922;13.76703484;8.257147848;14.64672892;1.677675159;0.156250022
191;2016;Q3;area based;3;1;2.916318611;2.92911918;2.095060793;3.773788878;2.502104996;4.107858607;0.433012571;0.148479171
192;2016;Q3;area based;3;2;3.903577875;3.505383682;2.581616261;5.351005197;3.129435216;5.917005665;0.967441641;0.247834595
193;2016;Q3;area based;3;3;3.815982408;3.825965307;3.116730271;4.64620669;3.717908029;5.002130066;0.39185872;0.102688817
194;2016;Q3;area based;3;4;2.078828727;2.068108729;1.760779189;2.481862735;1.786293726;2.510107073;0.185155223;0.089067089
195;2016;Q3;area based;3;5;0.43077215;0.427268234;0.292101738;0.59629832;0.361200821;0.73962293;0.080123067;0.185998716
196;2016;Q3;area based;3;6+;0.487386581;0.484068787;0.37558023;0.605871363;0.50035677;0.701267501;0.061795218;0.12678892
197;2016;Q3;area based;4;0;10.52703885;10.56387145;7.368328622;13.92140191;8.31113792;14.99639914;1.734856681;0.164800065
198;2016;Q3;area based;4;1;2.931047566;2.905796782;2.125823059;3.75622266;2.467891576;4.103954994;0.439988755;0.150113141
199;2016;Q3;area based;4;2;4.007711491;4.339627129;2.549903365;5.438061081;3.029619896;5.624581883;0.974618848;0.243185881
200;2016;Q3;area based;4;3;3.832619646;3.821397779;3.107885198;4.540706233;3.685325984;5.177028394;0.381770251;0.099610785
201;2016;Q3;area based;4;4;2.071772464;2.060203185;1.735625603;2.451688701;1.782764928;2.533176012;0.183633619;0.088635998
202;2016;Q3;area based;4;5;0.435014958;0.429009738;0.277036897;0.627001627;0.364682737;0.725505484;0.086135632;0.198006138
203;2016;Q3;area based;4;6+;0.48492539;0.478058085;0.367658846;0.626083016;0.497130819;0.735074675;0.066998548;0.138162591
204;2016;Q3;area based;5;0;10.49135348;10.46469224;7.382013311;13.93697046;8.237559761;14.29687825;1.679593952;0.160093162
205;2016;Q3;area based;5;1;2.911023269;2.906391058;2.043733027;3.760546391;2.432125794;3.979479581;0.446939443;0.153533449
206;2016;Q3;area based;5;2;3.942144621;3.719171626;2.519977092;5.454122254;2.939906058;5.739333196;0.970377312;0.246154671
207;2016;Q3;area based;5;3;3.831629123;3.819483406;3.029868462;4.631628304;3.711172219;5.101277995;0.409827076;0.106958962
208;2016;Q3;area based;5;4;2.082708529;2.073466181;1.72495611;2.502798353;1.73566006;2.540419324;0.206542532;0.099170157
209;2016;Q3;area based;5;5;0.439370843;0.426848563;0.284355983;0.657257495;0.352852955;0.764381572;0.093284548;0.212313926
210;2016;Q3;area based;5;6+;0.484162105;0.479367264;0.3568677;0.62990673;0.486131298;0.771128857;0.071854057;0.14840909
211;2017;Q3;area based;1;0;1.470450708;1.471636375;0.809919284;2.188713708;1.243752433;2.694262313;0.345751166;0.235132782
212;2017;Q3;area based;1;1;15.75745157;15.62236724;11.01039258;20.30230528;11.23836863;20.39638979;2.58270388;0.163903653
213;2017;Q3;area based;1;2;1.824168099;1.824483715;1.340510584;2.300155673;1.35933568;2.312786549;0.250468382;0.137305538
214;2017;Q3;area based;1;3;1.343312547;1.351293734;1.087514738;1.594573729;1.030033506;1.577884024;0.130991702;0.097513942
215;2017;Q3;area based;1;4;1.11735324;1.116330225;0.921882911;1.34505377;0.974901941;1.388925082;0.109578407;0.098069619
216;2017;Q3;area based;1;5;0.651886341;0.654157978;0.451893643;0.888330525;0.497240572;0.941115804;0.115535485;0.17723256
217;2017;Q3;area based;1;6+;0.279787124;0.28002342;0.223637218;0.330119786;0.232314591;0.33904706;0.027168777;0.097105174
218;2017;Q3;area based;2;0;1.477262781;1.477192027;0.84109485;2.149562547;1.230654867;2.732959931;0.342757658;0.23202213
219;2017;Q3;area based;2;1;15.64779752;15.74647632;11.19336853;19.97395815;11.19336853;19.97395815;2.541066308;0.162391308
220;2017;Q3;area based;2;2;1.801913139;1.798723026;1.343418139;2.255834248;1.399004867;2.319517656;0.251462566;0.139553101
221;2017;Q3;area based;2;3;1.342475273;1.34267167;1.092351298;1.63730935;1.077016795;1.631491811;0.142266371;0.105973178
222;2017;Q3;area based;2;4;1.133469661;1.126797913;0.915583779;1.385481273;0.952007689;1.424548815;0.12172852;0.107394599
223;2017;Q3;area based;2;5;0.657428184;0.65112432;0.436332373;0.916346151;0.488748617;0.992092916;0.127112675;0.193348381
224;2017;Q3;area based;2;6+;0.280892457;0.279789616;0.222886902;0.349653533;0.232451125;0.356226966;0.032157447;0.114483128
225;2017;Q3;area based;3;0;1.463784992;1.464300749;0.792177943;2.144932822;1.236106806;2.463415586;0.351400224;0.240062732
